punkt,ID,dato,day,x,y,theta_median,theta_sd,plantehøyde,vekst,VC,NDVI_S2,VC.1,NDVI_S2.1,aspect_05,aspect_10,aspect_20,dem_05_fn,flacc_05,flacc_10,flacc_20,hillslope_unity_05,hillslope_unity_10,hillslope_unity_20,slope_05,slope_10,slope_20,tci_05,tci_10,tci_20,text_num,swsc_eff
6,A6,2017-06-13,1,603351.170000,6616078.350000,0.286000,0.009834,22.000000,2,0.434167,0.543012,0.434167,0.543012,102.350700,106.642100,106.561200,109.530000,52.642572,88.086966,25.723673,0.489529,0.500000,0.503488,18.476470,8.970484,9.827376,4.748685,6.201949,5.369383,8.000000,99.090000
7,A7,2017-06-13,1,603361.430000,6616077.700000,0.295000,0.023590,20.000000,2,0.524155,0.541616,0.524155,0.541616,102.457800,97.703570,105.092200,110.090000,20.251561,25.195510,11.364156,0.500000,0.500000,0.503488,20.550890,10.305140,10.560430,3.211729,4.253614,4.351673,8.000000,99.090000
8,A8,2017-06-13,1,603370.810000,6616074.800000,0.251000,0.024825,19.000000,2,0.547709,0.549323,0.547709,0.549323,90.386630,89.262730,97.048320,110.745000,42.680684,18.369986,10.492681,0.482523,0.486030,0.503488,18.542140,10.989070,9.304757,4.846652,4.611511,4.322316,8.000000,99.090000
9,A9,2017-06-13,1,603382.310000,6616076.600000,0.270000,0.021730,20.000000,2,0.573512,0.570389,0.573512,0.570389,92.862950,94.867600,90.572900,110.625000,15.691078,22.898586,22.530268,0.500000,0.506977,0.517478,15.019090,9.366926,9.462725,3.485802,4.653688,5.373785,8.000000,99.090000
10,A10,2017-06-13,1,603390.610000,6616078.690000,0.293000,0.023330,20.000000,2,0.502685,0.616631,0.502685,0.616631,91.150480,89.121830,87.125930,110.125000,30.600744,21.619810,14.634658,0.500000,0.493023,0.503488,16.586210,8.507680,8.506255,4.100574,4.769367,4.917922,8.000000,99.090000
11,A11,2017-06-13,1,603401.040000,6616078.620000,0.270000,0.016355,18.000000,2,0.593358,0.609664,0.593358,0.609664,94.453310,79.262840,87.197590,110.110000,14.258597,23.964317,21.570391,0.506977,0.479005,0.457580,9.486801,5.112553,4.384716,4.008184,5.134469,5.634875,8.000000,99.090000
13,A13,2017-06-13,1,603410.410000,6616079.430000,0.370000,0.021881,10.000000,2,0.190645,0.577913,0.190645,0.577913,141.910000,149.228900,142.658700,110.380000,15.047890,20.467883,7.759497,0.520994,0.520994,0.524523,10.286530,6.079288,5.305013,3.518808,4.816691,4.737771,8.000000,99.090000
14,A14,2017-06-13,1,603423.090000,6616076.060000,0.258000,0.035563,10.000000,2,0.250528,0.469171,0.250528,0.469171,150.766700,151.564000,146.120500,112.015000,1.841415,2.126198,4.410367,0.520994,0.510471,0.546066,15.613290,6.917998,7.392208,0.639732,2.182564,3.680606,8.000000,99.090000
15,A15,2017-06-13,1,603431.510000,6616077.230000,0.354000,0.030876,7.000000,2,0.149715,0.434051,0.149715,0.434051,129.262900,143.017000,141.709700,112.740000,5.092011,3.494456,3.213783,0.486030,0.513970,0.538800,12.075240,7.223723,6.901312,1.876187,2.493866,3.471966,8.000000,99.090000
16,A16,2017-06-13,1,603442.940000,6616078.280000,0.327000,0.021088,8.000000,2,0.136399,0.477235,0.136399,0.477235,127.153700,136.591500,134.087200,113.580000,20.365319,14.108557,8.625396,0.503488,0.513970,0.524523,10.572980,7.256342,6.855395,4.605754,3.853378,4.232646,6.000000,104.930000
17,A17,2017-06-13,1,603451.100000,6616078.700000,0.328000,0.017712,7.000000,2,0.204881,0.463364,0.204881,0.463364,116.783700,123.268100,126.150700,114.070000,12.174862,10.578337,3.746931,0.489529,0.510471,0.510471,12.206240,6.693430,6.176309,4.237694,3.937594,3.652383,6.000000,104.930000
18,A18,2017-06-13,1,603459.780000,6616077.460000,0.301000,0.032283,10.000000,2,0.371703,0.494575,0.371703,0.494575,135.553700,111.894600,116.544700,114.670000,14.672226,7.569332,11.482708,0.500000,0.513970,0.513970,5.303602,4.122411,4.059610,4.111415,3.961933,5.255419,6.000000,104.930000
19,A19,2017-06-13,1,603468.210000,6616078.420000,0.343000,0.024729,8.000000,2,0.245785,0.475000,0.245785,0.475000,91.272340,106.481500,97.993670,114.830000,8.811926,9.482751,8.707579,0.513970,0.506977,0.517478,11.252700,5.358603,5.300504,2.714840,4.022579,4.830405,6.000000,104.930000
20,A20,2017-06-13,1,603486.270000,6616077.440000,0.369000,0.025821,9.000000,2,0.196499,0.477946,0.196499,0.477946,94.098400,84.716420,74.553810,114.827100,49.850490,17.181520,5.878343,0.506977,0.506977,0.506977,12.246930,6.966161,7.023418,5.110978,4.968457,4.029093,8.000000,99.090000
21,A21,2017-06-13,1,603500.840000,6616077.100000,0.373000,0.025173,11.000000,2,0.218916,0.505540,0.218916,0.505540,53.808150,65.307200,68.166820,114.290000,53.683849,10.717804,8.953161,0.517478,0.503488,0.513970,12.700780,7.746865,7.972138,4.813669,3.899491,4.556284,8.000000,99.090000
22,A22,2017-06-13,1,603508.970000,6616078.820000,0.266000,0.012178,18.000000,2,0.809134,0.511628,0.809134,0.511628,70.863310,73.216610,69.048390,113.628000,162.498180,55.401655,22.636435,0.496512,0.446557,0.380358,5.673355,4.948185,5.143535,6.837625,6.313401,6.083955,8.000000,99.090000
23,A23,2017-06-13,1,603519.160000,6616077.050000,0.286000,0.036588,22.000000,2,0.675270,0.523670,0.675270,0.523670,105.950300,111.644300,104.388700,113.680000,1.000001,32.216820,97.854097,0.423533,0.398580,0.370608,1.213244,2.425725,2.616693,1.488450,6.020752,9.422002,8.000000,99.090000
26,A26,2017-06-13,1,603538.550000,6616079.080000,0.260000,0.033184,21.000000,2,0.557527,0.514085,0.557527,0.514085,219.528600,212.072700,221.988100,114.215000,12.611458,164.037838,44.957219,0.506977,0.464798,0.446557,2.854445,3.166319,2.888220,3.776241,7.026990,7.051421,6.000000,104.930000
27,A27,2017-06-13,1,603546.290000,6616081.140000,0.244000,0.009889,23.000000,2,0.892791,0.529310,0.892791,0.529310,219.340500,222.551800,217.995000,114.835000,191.449833,62.411081,61.470349,0.513970,0.489529,0.468375,13.145650,7.240796,6.477744,5.804681,5.735134,6.608653,6.000000,104.930000
28,A28,2017-06-13,1,603555.670000,6616081.590000,0.268000,0.022154,20.000000,2,0.878872,0.506809,0.878872,0.506809,200.806600,203.056400,196.507200,115.850000,468.078131,385.342996,232.220643,0.493023,0.489529,0.486030,16.187630,8.740064,8.136773,7.009804,7.463460,7.578022,6.000000,104.930000
29,A29,2017-06-13,1,603567.130000,6616081.540000,0.300000,0.037152,18.000000,2,0.529268,0.485679,0.529268,0.485679,180.133200,185.398800,185.422500,117.430000,53.577510,268.913947,179.317722,0.496512,0.503488,0.500000,12.304340,6.443419,6.477024,4.579451,7.152759,7.523687,6.000000,104.930000
30,A30,2017-06-13,1,603580.640000,6616082.280000,0.295000,0.050797,18.000000,2,0.829515,0.562130,0.829515,0.562130,213.953700,193.756300,184.950700,118.860000,18.831845,621.753136,121.710300,0.489529,0.506977,0.489529,11.071050,5.902472,6.336086,4.090748,8.290559,6.900484,6.000000,104.930000
31,A31,2017-06-13,1,603588.760000,6616080.650000,0.321000,0.043391,18.000000,2,0.399958,0.562130,0.399958,0.562130,205.865400,195.780800,202.110500,119.605000,19.232505,45.119283,162.346702,0.510471,0.506977,0.489529,10.974310,6.814810,6.160436,3.938855,5.521347,7.645796,6.000000,104.930000
32,A32,2017-06-13,1,603596.470000,6616083.650000,0.354000,0.035515,8.000000,2,0.133135,0.576638,0.133135,0.576638,198.437100,201.400200,199.772800,120.610000,1.601503,5.660761,16.423029,0.503488,0.493023,0.496512,9.750751,6.320728,5.802227,0.659731,3.144091,5.332074,6.000000,104.930000
33,A33,2017-06-13,1,603608.250000,6616082.490000,0.332000,0.032462,14.000000,2,0.346840,0.549539,0.346840,0.549539,239.782600,233.102600,223.418800,121.540000,43.231250,63.846697,20.054576,0.517478,0.528066,0.513970,13.163930,5.027703,5.594247,5.427835,6.415921,5.270053,6.000000,104.930000
34,A34,2017-06-13,1,603618.090000,6616083.130000,0.380000,0.012911,9.000000,2,0.207593,0.497200,0.207593,0.497200,228.234100,231.756700,224.558200,122.335000,1.482347,5.790585,30.323489,0.520994,0.528066,0.520994,10.054920,4.731971,5.141731,0.506058,3.408142,6.400033,6.000000,104.930000
35,A35,2017-06-13,1,603626.990000,6616080.590000,0.362000,0.021249,13.000000,2,0.312322,0.462025,0.312322,0.462025,234.222600,239.755500,237.833400,122.660000,18.326507,10.890896,7.510395,0.503488,0.524523,0.513970,6.984569,5.550307,5.126015,4.509396,4.206149,4.606287,6.000000,104.930000
36,A36,2017-06-13,1,603639.880000,6616079.840000,0.227000,0.030850,17.000000,2,0.446641,0.458507,0.446641,0.458507,249.661300,250.437700,250.519000,123.020000,235.573142,98.094576,7.406690,0.482523,0.496512,0.506977,10.265240,4.331953,5.227283,12.904577,9.725902,4.720182,6.000000,104.930000
37,A37,2017-06-13,1,603647.900000,6616078.770000,0.270000,0.017234,10.000000,2,0.279232,0.455729,0.279232,0.455729,248.702400,248.061000,254.463200,123.270000,16.347840,13.757148,18.533619,0.510471,0.493023,0.503488,7.915330,5.541869,5.950179,4.184430,4.230631,5.351802,6.000000,104.930000
38,A38,2017-06-13,1,603660.680000,6616081.720000,0.226000,0.031040,15.000000,2,0.466103,0.461344,0.466103,0.461344,257.117700,251.932200,254.561700,123.875000,276.786627,1634.164295,1379.060278,0.510471,0.457580,0.446557,11.827430,5.867947,6.186127,6.391649,9.070333,9.591407,7.000000,100.670000
39,A39,2017-06-13,1,603665.260000,6616079.430000,0.239000,0.016876,18.000000,2,0.707225,0.473554,0.707225,0.473554,204.370100,225.506300,203.822600,123.910000,54.557507,42.760434,37.869840,0.457580,0.471934,0.450260,10.703690,5.717585,6.167554,4.835712,5.598303,6.134529,7.000000,100.670000
40,A40,2017-06-13,1,603672.890000,6616081.870000,0.237000,0.020657,16.000000,2,0.376657,0.472000,0.376657,0.472000,169.471200,183.912500,193.934100,124.810000,59.707277,25.883086,21.122470,0.506977,0.500000,0.500000,14.366960,8.339563,8.075442,4.902562,4.992422,5.269476,7.000000,100.670000
41,A41,2017-06-13,1,603680.650000,6616079.850000,0.241000,0.020005,17.000000,2,0.662654,0.472000,0.662654,0.472000,200.311400,187.280100,189.936400,125.900000,7.884571,45.769738,20.849401,0.520994,0.503488,0.506977,15.045730,8.139712,8.243740,2.855782,5.252397,5.246159,7.000000,100.670000
42,A42,2017-06-13,1,603693.270000,6616078.720000,0.275000,0.026902,16.000000,2,0.591126,0.437293,0.591126,0.437293,189.584400,191.510300,189.363600,127.490000,85.366291,68.406146,20.276442,0.486030,0.496512,0.506977,9.761306,6.669575,6.791175,5.063345,6.188226,5.426372,7.000000,100.670000
43,A43,2017-06-13,1,603703.940000,6616076.790000,0.261000,0.031048,15.000000,2,0.606316,0.479974,0.606316,0.479974,215.822300,196.244100,200.174300,128.453300,1.745558,19.549160,19.191955,0.500000,0.489529,0.496512,5.909038,4.726168,4.404259,1.652099,4.866550,5.772522,7.000000,100.670000
44,A44,2017-06-13,1,603707.760000,6616077.820000,0.206000,0.017473,19.000000,2,0.732674,0.484858,0.732674,0.484858,232.550800,199.711500,206.560300,128.730000,394.541178,52.812564,16.288917,0.489529,0.496512,0.496512,5.825645,4.156209,4.136435,7.930844,6.619892,5.774374,7.000000,100.670000
45,A45,2017-06-13,1,603717.550000,6616080.510000,0.213000,0.036028,18.000000,2,0.739190,0.516179,0.739190,0.516179,179.502800,176.285400,198.657700,129.410000,5.945803,5.991023,20.441197,0.493023,0.520994,0.513970,4.791821,2.760877,2.807261,3.645595,4.344771,6.476738,7.000000,100.670000
46,A46,2017-06-13,1,603727.940000,6616078.380000,0.200000,0.031525,13.000000,2,0.151647,0.529626,0.151647,0.529626,221.697800,221.116900,206.487500,129.807500,1.826482,25.810375,9.629704,0.542420,0.524523,0.513970,7.174044,2.738804,1.966435,1.951138,6.095751,5.790797,7.000000,100.670000
47,A47,2017-06-13,1,603737.710000,6616078.280000,0.236000,0.024079,15.000000,2,0.230910,0.522444,0.230910,0.522444,199.190900,190.495700,208.282600,130.110000,934.004524,817.372358,6.991657,0.517478,0.500000,0.503488,4.059356,1.965785,2.404531,10.949841,11.118745,5.341583,3.000000,134.630000
48,A48,2017-06-13,1,603748.220000,6616078.770000,0.245000,0.022621,16.000000,2,0.309537,0.566492,0.309537,0.566492,243.429700,186.493200,205.277500,130.450000,1.000118,1.370412,11.089588,0.394165,0.475477,0.489529,1.863447,1.057090,1.425369,0.924992,3.237890,6.048935,3.000000,134.630000
49,A49,2017-06-13,1,603761.390000,6616078.020000,0.369000,0.037930,9.000000,2,0.052310,0.601990,0.052310,0.601990,164.094200,180.854900,123.931500,130.590000,1.001041,1.091625,1.048348,0.750872,0.489529,0.423533,0.606884,1.017978,0.395659,2.202225,2.596527,4.336436,3.000000,134.630000
50,A50,2017-06-13,1,603770.000000,6616079.550000,0.445000,0.017082,10.000000,2,0.076821,0.644823,0.076821,0.644823,204.016400,185.189800,184.018400,130.745000,2.345402,31.524718,367.132546,0.389661,0.517478,0.479005,2.140740,1.976931,2.212569,3.535144,5.551426,9.419450,9.000000,198.440000
51,A51,2017-06-13,1,603778.450000,6616079.600000,0.367000,0.016134,15.000000,2,0.552506,0.644823,0.552506,0.644823,185.912300,194.028700,192.493400,131.030000,12066.036700,1139.034806,471.375445,0.500000,0.506977,0.496512,3.644109,1.820256,2.340682,12.400125,10.573914,9.920859,9.000000,198.440000
52,A52,2017-06-13,1,603793.810000,6616084.670000,0.403000,0.011987,17.000000,2,0.543036,0.600828,0.543036,0.600828,4.315956,352.526200,202.489200,132.169700,1.016023,1.000345,872.988900,0.542420,0.503488,0.503488,17.138060,4.842937,4.147545,-0.303787,0.181867,12.058961,,
53,A53,2017-06-13,1,603786.500000,6616060.330000,0.489000,0.034261,53.000000,1,0.999824,0.673571,0.999824,0.673571,206.383000,204.324400,190.431400,131.270000,191.537516,2624.058984,93.874227,0.524523,0.493023,0.500000,5.906148,2.866437,2.504761,7.807783,10.594572,8.246381,9.000000,198.440000
54,A54,2017-06-13,1,603776.220000,6616061.720000,0.428000,0.038490,52.000000,1,0.999778,0.692034,0.999778,0.692034,241.994200,184.496900,205.399500,130.945000,3.734985,2.016953,57.474284,0.486030,0.513970,0.524523,2.218652,2.130150,2.126581,3.681117,4.001234,7.404287,9.000000,198.440000
55,A55,2017-06-13,1,603769.630000,6616065.430000,0.387000,0.011819,54.000000,1,0.999969,0.649223,0.999969,0.649223,322.154600,176.695600,182.403900,130.733300,1.004014,1.265382,25.461143,0.531625,0.546066,0.528066,1.425072,1.326917,1.788044,1.368275,2.503446,7.243795,9.000000,198.440000
56,A56,2017-06-13,1,603755.830000,6616058.360000,0.319000,0.013000,57.000000,1,0.999707,0.672755,0.999707,0.672755,240.937500,199.313100,191.310800,130.470000,1.028496,7.140723,419.355576,0.500000,0.471934,0.538800,2.145437,0.974012,1.369319,1.785351,4.068361,10.574157,3.000000,134.630000
57,A57,2017-06-13,1,603747.200000,6616061.470000,0.268000,0.013353,54.000000,1,0.934474,0.652716,0.934474,0.652716,187.662000,193.131900,215.574300,130.290000,2.654670,6.062342,7.917788,0.531625,0.510471,0.531625,4.371765,2.562573,1.927736,2.650583,5.187219,5.879062,3.000000,134.630000
58,A58,2017-06-13,1,603736.970000,6616061.360000,0.339000,0.031308,58.000000,1,0.940352,0.633743,0.940352,0.633743,191.405900,189.293600,200.753100,129.880000,1.000003,1.000034,26.964932,0.464798,0.503488,0.500000,7.056163,1.994778,3.079599,0.236423,1.607898,6.456708,3.000000,134.630000
59,A59,2017-06-13,1,603729.300000,6616059.860000,0.337000,0.032252,55.000000,1,0.535745,0.633743,0.535745,0.633743,198.789100,220.470700,205.889000,129.460000,108.679534,86.459737,127.393573,0.520994,0.493023,0.496512,4.137010,2.774947,2.704732,7.057158,7.335667,8.169444,7.000000,100.670000
60,A60,2017-06-13,1,603716.420000,6616060.230000,0.306000,0.030922,48.000000,1,0.293568,0.570631,0.293568,0.570631,206.000400,221.032600,206.819600,128.900000,299.012546,98.158583,44.455919,0.546066,0.531625,0.510471,5.609208,4.138622,3.619794,7.759538,7.258686,6.794569,7.000000,100.670000
61,A61,2017-06-13,1,603705.350000,6616059.930000,0.293000,0.020732,45.000000,1,0.308479,0.434874,0.308479,0.434874,211.412000,193.177200,195.048000,128.220000,380.588469,57.465200,17.797894,0.496512,0.486030,0.506977,7.274572,4.672756,4.404232,6.981866,5.686700,5.547792,7.000000,100.670000
62,A62,2017-06-13,1,603698.360000,6616061.230000,0.277000,0.024438,30.000000,1,0.321264,0.374499,0.321264,0.374499,179.471700,192.835400,199.270100,127.643300,30.234997,42.741013,12.501033,0.489529,0.503488,0.500000,11.500660,5.783358,6.160996,4.130627,5.583294,4.854031,7.000000,100.670000
63,A63,2017-06-13,1,603686.330000,6616061.260000,0.265000,0.056360,0.000000,1,0.407519,0.424542,0.407519,0.424542,175.277900,187.431100,193.024000,126.202300,63.044410,37.759233,29.565775,0.503488,0.506977,0.503488,10.117920,7.433464,7.274106,4.799104,5.044798,5.619342,7.000000,100.670000
65,A65,2017-06-13,1,603676.780000,6616063.590000,0.297000,0.029091,51.000000,1,0.688344,0.494159,0.688344,0.494159,196.659300,190.972700,187.649700,124.900000,100.298831,47.722966,35.186770,0.486030,0.503488,0.503488,17.005000,8.103484,7.969438,5.115574,5.262449,6.054133,7.000000,100.670000
66,A66,2017-06-13,1,603665.520000,6616059.760000,0.316000,0.020971,48.000000,1,0.798830,0.469502,0.798830,0.469502,195.255100,187.116000,184.434300,123.335000,337.080739,142.590533,37.321070,0.496512,0.500000,0.500000,15.677500,8.702219,7.648101,6.541677,6.380244,5.910304,7.000000,100.670000
67,A67,2017-06-13,1,603656.030000,6616059.860000,0.276000,0.016208,47.000000,1,0.685072,0.452149,0.685072,0.452149,185.476600,187.465200,180.555000,122.290000,2119.159234,369.657455,54.442475,0.513970,0.468375,0.489529,9.167173,5.222352,5.527576,9.234360,7.941978,6.907801,6.000000,104.930000
68,A68,2017-06-13,1,603645.630000,6616062.550000,0.291000,0.019261,48.000000,1,0.688235,0.457511,0.688235,0.457511,228.613100,231.591800,236.471200,121.575000,588.576744,1268.378935,903.664304,0.482523,0.457580,0.435235,11.098930,4.514918,4.109725,7.968204,9.691111,9.884735,6.000000,104.930000
69,A69,2017-06-13,1,603635.520000,6616061.150000,0.263000,0.039703,48.000000,1,0.514678,0.448773,0.514678,0.448773,263.502200,259.135500,259.807900,121.340000,2.633498,25.264573,18.903052,0.506977,0.503488,0.461200,9.939144,4.801871,4.751376,1.503543,5.094165,5.693874,6.000000,104.930000
71,A71,2017-06-13,1,603626.540000,6616062.940000,0.248000,0.028364,52.000000,1,0.745507,0.429247,0.745507,0.429247,235.835400,237.171600,246.632200,121.280000,92.490736,15.789579,9.042977,0.479005,0.517478,0.517478,7.019427,5.269392,5.818279,5.750554,4.611788,4.765772,6.000000,104.930000
72,A72,2017-06-13,1,603617.400000,6616064.170000,0.233000,0.013368,48.000000,1,0.423403,0.451477,0.423403,0.451477,221.226800,227.149700,224.529900,120.677800,65.894426,43.496554,23.269753,0.510471,0.496512,0.506977,8.821001,7.604055,7.162922,6.048936,5.441595,5.802438,6.000000,104.930000
73,A73,2017-06-13,1,603605.440000,6616061.610000,0.259000,0.026623,58.000000,1,0.509904,0.474388,0.509904,0.474388,243.597400,245.076600,240.803200,119.450000,299.524683,24.946884,30.466949,0.493023,0.493023,0.493023,13.118390,7.240342,6.944355,6.505685,4.605087,5.691711,6.000000,104.930000
75,A75,2017-06-13,1,603594.450000,6616061.690000,0.262000,0.018078,54.000000,1,0.378045,0.499471,0.378045,0.499471,240.421400,242.435200,244.493400,118.980000,114.940184,65.480345,20.899414,0.513970,0.506977,0.517478,10.635740,6.396120,6.819330,5.986221,5.761883,5.434175,6.000000,104.930000
76,A76,2017-06-13,1,603586.500000,6616063.870000,0.288000,0.020608,57.000000,1,0.489402,0.565159,0.489402,0.565159,237.612900,236.478400,230.582200,118.780000,15.546397,7.946177,13.199404,0.517478,0.542420,0.546066,10.701220,5.779085,5.965439,3.925796,3.824889,4.911147,6.000000,104.930000
78,A78,2017-06-13,1,603574.600000,6616062.810000,0.294000,0.015595,60.000000,1,0.352678,0.590025,0.352678,0.590025,224.059900,214.960700,221.153500,117.728700,16.433517,5.742139,7.818772,0.535202,0.517478,0.531625,10.785110,6.985443,6.570877,3.219290,2.989072,4.551620,6.000000,104.930000
80,A80,2017-06-13,1,603567.190000,6616059.070000,0.272000,0.015110,59.000000,1,0.780882,0.590909,0.780882,0.590909,212.803400,220.210200,222.258000,116.770000,6.125670,9.894140,8.719587,0.510471,0.520994,0.535202,8.997414,7.128664,7.195254,2.462104,3.544857,4.271205,6.000000,104.930000
82,A82,2017-06-13,1,603554.570000,6616063.550000,0.281000,0.017922,58.000000,1,0.949336,0.574413,0.949336,0.574413,194.454400,183.049100,184.286800,115.375000,4.285267,15.661572,14.738557,0.496512,0.506977,0.506977,15.884810,7.365588,7.462754,2.184971,4.314923,5.096736,6.000000,104.930000
84,A84,2017-06-13,1,603545.540000,6616060.700000,0.318000,0.012973,61.000000,1,0.999827,0.630061,0.999827,0.630061,111.385400,85.745520,97.340390,114.670000,510552.396300,191202.043600,44770.237340,0.427482,0.431381,0.423533,5.737110,2.409285,2.024844,17.813357,17.346052,14.449199,8.000000,99.090000
85,A85,2017-06-13,1,603536.150000,6616063.970000,0.341000,0.035422,59.000000,1,0.998969,0.603101,0.998969,0.603101,53.375790,47.145330,65.912200,114.870000,57.153864,31.747529,6.427499,0.493023,0.506977,0.442820,6.173839,4.501161,4.774415,5.758341,5.682783,4.491344,8.000000,99.090000
86,A86,2017-06-13,1,603525.890000,6616061.460000,0.344000,0.026678,60.000000,1,0.997497,0.623681,0.997497,0.623681,108.434100,104.756400,104.108400,115.260000,86.775052,16.309191,6.646834,0.517478,0.513970,0.524523,8.301003,5.413249,4.593220,5.368884,4.465859,4.508224,8.000000,99.090000
87,A87,2017-06-13,1,603517.280000,6616060.110000,0.313000,0.021675,61.000000,1,0.990688,0.637830,0.990688,0.637830,87.906590,89.426000,97.442870,115.180000,186.374334,79.776018,38.524681,0.500000,0.489529,0.496512,9.116726,4.924021,5.329454,6.853336,6.176401,6.566052,8.000000,99.090000
88,A88,2017-06-13,1,603506.510000,6616059.060000,0.330000,0.008319,59.000000,1,0.999969,0.620833,0.999969,0.620833,66.221080,61.378060,59.910200,115.560000,3.026898,13.565628,3.077566,0.493023,0.500000,0.482523,11.883780,5.490424,4.419639,2.086750,4.310910,3.762213,8.000000,99.090000
89,A89,2017-06-13,1,603497.580000,6616056.030000,0.345000,0.020055,58.000000,1,0.996750,0.590246,0.996750,0.590246,86.041120,77.758670,71.886760,115.940000,47.817512,1.133052,11.793006,0.535202,0.513970,0.482523,3.624600,1.519856,2.014902,6.098221,3.229712,6.045627,6.000000,104.930000
90,A90,2017-06-13,1,603486.090000,6616056.640000,0.352000,0.014188,56.000000,1,0.999959,0.565783,0.999959,0.565783,132.725600,121.668600,126.690700,115.870000,38.560327,7.361180,13.545069,0.560953,0.572518,0.560953,4.764661,2.428558,1.517959,6.757749,4.779958,6.728236,6.000000,104.930000
92,A92,2017-06-13,1,603477.190000,6616056.020000,0.311000,0.011167,62.000000,1,0.999948,0.560219,0.999948,0.560219,201.044300,163.788300,156.666300,115.695000,8.663937,1.748667,1.282157,0.538800,0.535202,0.531625,2.321182,1.523877,1.475158,5.114049,4.100643,3.329865,6.000000,104.930000
93,A93,2017-06-13,1,603463.610000,6616061.410000,0.347000,0.009192,59.000000,1,0.999667,0.608122,0.999667,0.608122,129.994800,154.794600,169.640800,115.220000,501.442191,309.488879,84.133931,0.506977,0.531625,0.528066,4.022323,1.933367,1.692217,8.673586,9.672561,8.469342,6.000000,104.930000
94,A94,2017-06-13,1,603454.480000,6616061.890000,0.309000,0.028552,58.000000,1,0.999299,0.597241,0.999299,0.597241,170.026300,173.151500,177.410600,114.784400,83.071499,180.917419,65.914474,0.500000,0.496512,0.496512,6.092206,3.506576,3.926500,6.569094,8.188182,6.699127,6.000000,104.930000
95,A95,2017-06-13,1,603443.240000,6616060.840000,0.269000,0.013390,60.000000,1,0.999189,0.590847,0.999189,0.590847,174.019400,188.553700,181.993000,113.865000,89.350592,183.477889,107.176951,0.493023,0.486030,0.486030,13.196870,5.917796,5.865931,5.104458,6.909071,7.020530,6.000000,104.930000
96,A96,2017-06-15,2,603339.490000,6616099.560000,0.271000,0.018620,22.000000,2,0.999859,0.496554,0.999859,0.496554,231.233000,230.602900,230.714900,107.755000,41.216685,29.278140,6.792425,0.493023,0.506977,0.510471,8.283043,4.142466,3.510991,5.586773,6.308962,5.082003,6.000000,104.930000
97,A97,2017-06-15,2,603382.080000,6616101.670000,0.280000,0.005450,22.000000,2,0.999969,0.506562,0.999969,0.506562,251.993600,256.857100,256.508500,109.180000,3.363828,12.069220,12.490574,0.506977,0.496512,0.496512,7.789865,6.154078,6.418036,2.094246,3.778607,5.106793,6.000000,104.930000
98,A98,2017-06-15,2,603439.910000,6616103.090000,0.281000,0.023341,20.000000,2,0.999916,0.557398,0.999916,0.557398,241.950400,236.240100,222.472700,110.910000,307.497858,152.383802,28173.571920,0.446557,0.442820,0.370608,5.297751,2.373723,1.722993,8.395630,8.175538,14.298406,6.000000,104.930000
99,A99,2017-06-15,2,603483.040000,6616102.790000,0.258000,0.024284,30.000000,2,0.999689,0.556299,0.999689,0.556299,192.529000,200.578800,191.682300,112.280000,6.279237,35.622439,57.281204,0.503488,0.493023,0.493023,6.146704,3.667131,3.457241,3.005173,5.778681,7.379141,6.000000,104.930000
100,A100,2017-06-15,2,603544.480000,6616102.260000,0.279000,0.008562,22.000000,2,0.999597,0.487742,0.999597,0.487742,217.403400,196.364800,207.251500,116.346000,13.427450,22.137186,12.466630,0.500000,0.528066,0.517478,5.350039,3.342734,3.279281,3.756707,5.347016,5.596744,6.000000,104.930000
101,A101,2017-06-15,2,603553.680000,6616132.980000,0.292000,0.025225,25.000000,2,0.999667,0.700383,0.999667,0.700383,182.381100,189.714100,193.385700,117.090000,577.864554,192.661935,20.353366,0.500000,0.500000,0.503488,6.004941,4.026079,4.323124,9.038476,7.977705,5.674168,8.000000,100.670000
102,A102,2017-06-15,2,603497.920000,6616131.800000,0.226000,0.024813,20.000000,2,0.838105,0.505603,0.838105,0.505603,252.517800,226.613900,215.218400,114.926700,50.468785,571.188283,59.597594,0.503488,0.471934,0.471934,3.932039,2.396616,2.977899,6.501936,9.682911,7.356232,8.000000,100.670000
103,A103,2017-06-15,2,603448.520000,6616131.360000,0.230000,0.013722,24.000000,2,0.999969,0.538671,0.999969,0.538671,263.853100,262.668800,264.849400,113.502000,58.529500,18.884539,9.721981,0.513970,0.506977,0.517478,6.979059,4.723536,4.351716,5.377810,4.907770,5.419199,8.000000,100.670000
104,A104,2017-06-15,2,603369.470000,6616133.260000,0.336000,0.017407,15.000000,2,0.994798,0.440160,0.994798,0.440160,188.442500,232.236400,207.358500,111.800000,4.814402,4.998015,3.474282,0.510471,0.624456,0.513970,4.254670,2.143066,2.071590,3.334461,3.898538,4.784792,6.000000,104.930000
105,A105,2017-06-15,2,603337.680000,6616134.800000,0.181000,0.035961,22.000000,2,0.020445,0.512804,0.020445,0.512804,125.216000,139.506200,154.475100,109.960000,3.283043,1.633015,1.488138,0.446557,0.468375,0.479005,7.344483,6.842270,5.276113,3.034160,1.612375,2.451238,6.000000,104.930000
